Subject        Act	mean	tBodyAcc-mean()-X	tBodyAcc-mean()-Y	tBodyAcc-mean()-Z	tBodyAcc-std()-X	tBodyAcc-std()-Y	tBodyAcc-std()-Z	tBodyAcc-mad()-X	tBodyAcc-mad()-Y	tBodyAcc-mad()-Z	tBodyAcc-max()-X	tBodyAcc-max()-Y	tBodyAcc-max()-Z	tBodyAcc-min()-X	tBodyAcc-min()-Y	tBodyAcc-min()-Z	tBodyAcc-sma()	tBodyAcc-energy()-X	tBodyAcc-energy()-Y	tBodyAcc-energy()-Z	tBodyAcc-iqr()-X	tBodyAcc-iqr()-Y	tBodyAcc-iqr()-Z	tBodyAcc-entropy()-X	tBodyAcc-entropy()-Y	tBodyAcc-entropy()-Z	tBodyAcc-arCoeff()-X,1	tBodyAcc-arCoeff()-X,2	tBodyAcc-arCoeff()-X,3	tBodyAcc-arCoeff()-X,4	tBodyAcc-arCoeff()-Y,1	tBodyAcc-arCoeff()-Y,2	tBodyAcc-arCoeff()-Y,3	tBodyAcc-arCoeff()-Y,4	tBodyAcc-arCoeff()-Z,1	tBodyAcc-arCoeff()-Z,2	tBodyAcc-arCoeff()-Z,3	tBodyAcc-arCoeff()-Z,4	tBodyAcc-correlation()-X,Y	tBodyAcc-correlation()-X,Z	tBodyAcc-correlation()-Y,Z	tGravityAcc-mean()-X	tGravityAcc-mean()-Y	tGravityAcc-mean()-Z	tGravityAcc-std()-X	tGravityAcc-std()-Y	tGravityAcc-std()-Z	tGravityAcc-mad()-X	tGravityAcc-mad()-Y	tGravityAcc-mad()-Z	tGravityAcc-max()-X	tGravityAcc-max()-Y	tGravityAcc-max()-Z	tGravityAcc-min()-X	tGravityAcc-min()-Y	tGravityAcc-min()-Z	tGravityAcc-sma()	tGravityAcc-energy()-X	tGravityAcc-energy()-Y	tGravityAcc-energy()-Z	tGravityAcc-iqr()-X	tGravityAcc-iqr()-Y	tGravityAcc-iqr()-Z	tGravityAcc-entropy()-X	tGravityAcc-entropy()-Y	tGravityAcc-entropy()-Z	tGravityAcc-arCoeff()-X,1	tGravityAcc-arCoeff()-X,2	tGravityAcc-arCoeff()-X,3	tGravityAcc-arCoeff()-X,4	tGravityAcc-arCoeff()-Y,1	tGravityAcc-arCoeff()-Y,2	tGravityAcc-arCoeff()-Y,3	tGravityAcc-arCoeff()-Y,4	tGravityAcc-arCoeff()-Z,1	tGravityAcc-arCoeff()-Z,2	tGravityAcc-arCoeff()-Z,3	tGravityAcc-arCoeff()-Z,4	tGravityAcc-correlation()-X,Y	tGravityAcc-correlation()-X,Z	tGravityAcc-correlation()-Y,Z	tBodyAccJerk-mean()-X	tBodyAccJerk-mean()-Y	tBodyAccJerk-mean()-Z	tBodyAccJerk-std()-X	tBodyAccJerk-std()-Y	tBodyAccJerk-std()-Z	tBodyAccJerk-mad()-X	tBodyAccJerk-mad()-Y	tBodyAccJerk-mad()-Z	tBodyAccJerk-max()-X	tBodyAccJerk-max()-Y	tBodyAccJerk-max()-Z	tBodyAccJerk-min()-X	tBodyAccJerk-min()-Y	tBodyAccJerk-min()-Z	tBodyAccJerk-sma()	tBodyAccJerk-energy()-X	tBodyAccJerk-energy()-Y	tBodyAccJerk-energy()-Z	tBodyAccJerk-iqr()-X	
92	16	SITTING	92	0.30388542	2.77E-03	-3.86E-02	-1.69E-01	0.19033573	-0.1404726	-0.20513366	0.10114414	-0.12057242	-0.000818421	-0.13193378	-0.14272803	0.20848993	-0.26602514	0.4120426	-0.001055331	-0.6531175	-0.72606468	-0.6599858	-0.22616169	-0.32304901	-0.005093158	0.39928197	0.51925191	0.19951301	-0.47701656	0.46348677	-0.36567105	0.32442621	-0.14510951	0.18503659	0.10129015	7.71E-02	-0.45984833	0.52632491	-0.47806538	0.029573943	-2.40E-01	-0.10925468	0.43480092	0.93719527	-0.26621211	-3.44E-02	-0.9822816	-0.97078768	-0.96034794	-0.9845209	-0.97154156	-0.96344904	0.87263433	-0.27708484	-0.032913132	0.95275431	-2.43E-01	-0.042618815	-0.27161162	0.83089034	-0.88116487	-0.9967585	-0.9889514	-0.96887233	-0.97329703	-0.69194981	-1	-1	-0.43183265	0.52090237	-0.60711071	0.6903281	0.06634615	0.011601381	-0.16439577	0.34097754	-0.17369289	0.20031539	-0.22423523	0.24319903	-0.67805898	0.43507741	-0.85139972	0.019032962	0.074249122	2.96E-01	-0.16651885	0.17001521	-0.43981611	-0.11959843	2.11E-01	-0.4223988	-0.39831349	-0.24891621	-0.6641712	0.064712335	-0.004468803	0.2802467	-0.081086087	-0.64997683	-0.31084883	-0.8370169	0.072279967
93	16	STANDING	93	0.3541929	-1.26E-02	-5.87E-02	-2.08E-01	0.23479071	-0.15926287	-0.24560393	0.13586861	-0.1283428	-0.000818421	-0.11045675	-0.14272803	0.21052578	-0.26602514	0.4120426	-0.022468802	-0.68429125	-0.70612937	-0.6776426	-0.27199844	-0.2626198	0.018179973	0.51748788	0.49287166	0.15504211	-0.24938984	0.18093634	0.025768637	0.035541806	-0.16363377	0.18454141	0.1721407	-8.26E-02	-0.027307394	0.088134638	0.043491588	-0.27082369	-1.45E-01	-0.065622731	0.38981905	0.94782306	-0.265399	-3.06E-02	-0.9586719	-0.9626832	-0.97325368	-0.9583923	-0.96349389	-0.97247028	0.88764409	-0.27328392	-0.032913132	0.95564078	-2.43E-01	-0.033679861	-0.26363669	0.85862047	-0.8819047	-0.99737562	-0.9610089	-0.96161226	-0.97114839	-0.81063715	-1	-1	-0.44684363	0.53446706	-0.62047045	0.70476356	0.040677083	0.029603085	-0.17481133	0.34563261	-0.069104361	0.097009331	-0.1211545	0.13943924	0.83920104	-0.004006592	-0.19125602	0.16511669	-0.25047435	-2.63E-01	-0.11675796	0.22370706	-0.44241294	-0.056804705	2.63E-01	-0.4154722	-0.39831349	-0.24891621	-0.6641712	0.064712335	-0.004468803	0.4300675	-0.038241793	-0.60728103	-0.24649395	-0.8385123	0.1703051
94	16	WALKING	94	0.22229785	-1.87E-02	-1.17E-01	-2.21E-01	0.16981657	-0.21230566	-0.27237038	0.12724058	-0.19641717	-0.074992302	0.043212402	-0.25241186	0.15991706	0.01085331	0.40025118	-0.053494999	-0.69436382	-0.73603522	-0.7193823	-0.39629127	-0.16476817	-0.1447726	0.35093273	0.41025759	0.034185047	-0.27295558	0.20702626	0.14567728	-0.21271429	-0.18075312	0.17958609	0.16975236	-5.12E-02	0.18035308	-0.16321299	0.36962329	-0.41682699	-1.21E-01	-0.15153879	0.31765612	0.95736507	-0.25851158	-3.06E-02	-0.9807135	-0.97632552	-0.97308252	-0.9811481	-0.97884135	-0.97262834	0.88908035	-0.27328392	-0.032929809	0.96774916	-2.40E-01	-0.034244937	-0.26386521	0.88357718	-0.88844298	-0.99736843	-0.9818278	-0.98583119	-0.97136178	-1	-1	-1	-0.28806486	0.36863133	-0.44535383	0.51807946	0.019268084	0.051523262	-0.19592825	0.36549046	-0.11763108	0.14217983	-0.16342581	0.17921769	0.88510266	0.06212095	0.082660132	-0.24161075	0.44647153	-9.48E-02	-0.043791913	0.099639636	-0.48190249	0.004834371	1.85E-01	-0.434093	-0.26190126	-0.30388982	-0.7352587	-0.094900524	0.042888223	0.4300675	-0.041615115	-0.53995607	-0.39005167	-0.8601031	0.16926424
95	16	WALKING_DOWNSTAIRS	95	0.21448125	9.94E-03	-1.23E-01	-2.06E-01	0.1060062	-0.21092443	-0.26988985	0.074272815	-0.19372571	-0.074992302	0.043212402	-0.29512001	0.092366377	0.076433254	0.40025118	-0.056379852	-0.68236874	-0.76249779	-0.7182126	-0.38984835	-0.31504914	-0.13255647	0.40055353	0.47671299	0.013491985	-0.43394024	0.44207792	-0.15195262	-0.025964285	-0.17497809	0.11728291	0.29272693	-1.29E-01	-0.045890031	-0.000933227	0.36275139	-0.526638	-1.28E-01	-0.18075864	0.25258001	0.95473147	-0.25421267	-2.76E-02	-0.9775431	-0.97978106	-0.96895106	-0.9788154	-0.97912892	-0.9711268	0.88908035	-0.26921671	-0.027354292	0.96367366	-2.29E-01	-0.034244937	-0.28865943	0.87666171	-0.89240575	-0.99777202	-0.9792626	-0.97876609	-0.97556436	-1	-1	-1	-0.22327842	0.31127102	-0.39493393	0.47407723	-0.008634217	0.070779344	-0.20251951	0.35723299	-0.17945772	0.20361454	-0.22519957	0.24197232	-0.55384003	-0.49575252	0.60209713	0.4079873	0.36782479	-1.23E-01	0.00699498	0.002761854	-0.48606746	0.007994826	6.72E-02	-0.4335454	-0.18499101	-0.30388982	-0.5866489	-0.094900524	0.28661445	0.6028893	-0.070429007	-0.49016024	-0.49202987	-0.8622736	0.000266335
96	16	WALKING_UPSTAIRS	96	0.32731657	-2.23E-02	-1.49E-01	-2.49E-01	0.13322913	-0.17954697	-0.30697872	0.11399426	-0.15971189	-0.11495339	-0.16167763	-0.29512001	0.092366377	0.076433254	0.42173551	-0.068276892	-0.71596031	-0.752109	-0.6937207	-0.38306925	-0.27964326	-0.096385115	0.47156888	0.40857812	-0.003155523	-0.51955975	0.55981255	-0.30726011	0.091938147	-0.16529366	0.1003057	0.26552683	-6.00E-02	-0.097022697	0.066701553	0.13128378	-0.2271152	-1.19E-01	-0.17988025	0.33606717	0.94502756	-0.25147834	-2.42E-02	-0.9732221	-0.98866929	-0.97396777	-0.9709738	-0.99016108	-0.97455598	0.88010356	-0.26817522	-0.026381752	0.95769745	-2.27E-01	-0.028294535	-0.32375621	0.85127808	-0.89490199	-0.9982058	-0.9716255	-0.99256863	-0.97632354	-1	-1	-1	-0.25899967	0.34630937	-0.43037509	0.5110424	-0.047982991	0.10061525	-0.21961991	0.36079441	-0.25865419	0.28587926	-0.31077104	0.33093616	0.040226175	-0.13076162	0.2750457	0.39862391	-0.34500052	-1.63E-01	-0.052666233	-0.011569978	-0.4948847	-0.041386603	2.40E-02	-0.4490594	-0.18499101	-0.34558649	-0.5866489	-0.077936638	0.33736091	0.6028893	-0.11039551	-0.54837823	-0.50630074	-0.8668144	-0.033647145
97	17	LAYING	97	0.3490591	-2.20E-02	-1.50E-01	-3.03E-01	0.15260681	-0.17429778	-0.35661754	0.1065121	-0.14130914	-0.17806678	0.022505371	-0.34396251	0.20753285	-0.031237124	0.42173551	-0.095751198	-0.75483872	-0.74364088	-0.689787	-0.40965361	-0.1995802	-0.056776265	0.42978503	0.42362731	-0.021026572	-0.34741199	0.31373569	0.069717608	-0.18720594	-0.25808362	0.25314292	0.11215674	-3.69E-02	-0.15481909	0.11875529	0.079378176	-0.2269273	-9.34E-02	-0.18962413	0.36551352	0.9433439	-0.24400324	-2.07E-02	-0.9806463	-0.95426823	-0.96146553	-0.979191	-0.95258657	-0.96431945	0.87458005	-0.25028837	-0.018805382	0.95769745	-2.23E-01	-0.028294535	-0.35670329	0.84687434	-0.90138959	-0.99856109	-0.9783083	-0.94772993	-0.97546306	-1	-1	-1	-0.17450801	0.27524324	-0.37116752	0.46204374	-0.078947975	0.15926596	-0.30756481	0.47874628	-0.34774087	0.37782513	-0.40552039	0.42825893	0.93883707	0.60411764	0.69618922	-0.16855486	0.011977358	8.63E-02	-0.080002637	0.080883395	-0.51619977	-0.031631855	9.34E-02	-0.4701055	-0.29116458	-0.23285281	-0.6694737	0.21594049	0.18144526	0.512964	-0.09570199	-0.5740106	-0.41106402	-0.8775384	-0.008847056
98	17	SITTING	98	0.26468173	-8.59E-03	-1.03E-01	-3.63E-01	0.036867249	-0.24415899	-0.42562455	-0.055040698	-0.24323	-0.27832842	0.022505371	-0.15080645	0.20753285	-0.031237124	0.42478312	-0.20249803	-0.79589691	-0.79204309	-0.7412388	-0.5038493	-0.41598719	-0.20910162	0.36095396	0.45187411	0.078497017	-0.26597309	0.25218311	0.05979812	-0.098621961	-0.015831158	0.029332032	0.37393808	-2.37E-01	-0.26042136	0.33760854	-0.3465425	0.068128883	-3.24E-02	-0.12167948	0.32497752	0.94864827	-0.23438221	-1.86E-02	-0.988796	-0.97559339	-0.96771701	-0.990134	-0.97807457	-0.96816108	0.87816668	-0.25028837	-0.018805382	0.96157546	-2.16E-01	-0.023645876	-0.37829991	0.86070566	-0.909701	-0.99879314	-0.9905899	-0.98485751	-0.96843086	-1	-1	-1	-0.19081473	0.2755117	-0.35562685	0.43096726	0.05335379	0.020551892	-0.17092483	0.34763526	-0.30742108	0.33275283	-0.35576438	0.37399563	0.8069116	-0.29865324	0.16118014	-0.34398533	0.1807708	3.18E-01	-0.16529632	0.072032833	-0.51618121	-0.12114581	8.77E-02	-0.4767985	-0.29116458	-0.23285281	-0.6727138	0.11894814	0.18144526	0.4911101	-0.13722455	-0.64839274	-0.42049636	-0.8773987	-0.091841155
99	17	STANDING	99	0.28431748	-2.72E-02	-2.12E-01	-1.83E-01	0.14107588	-0.22568941	-0.24908019	0.11061427	-0.22100868	0.032522048	-0.066869228	-0.27342589	0.090544446	-0.029553996	0.29244527	-0.044668533	-0.66541095	-0.74855985	-0.7128115	-0.36271559	-0.16368395	-0.2292198	0.40966414	0.4214587	-0.074034386	-0.26222543	0.19995792	0.023418298	0.033717385	-0.12129995	0.098017945	0.26627248	-7.76E-02	-0.066816063	0.066097483	0.068124629	-0.18481859	-1.29E-01	-0.1187349	0.3794407	0.9564181	-0.26000305	-1.42E-02	-0.984345	-0.9858116	-0.82785828	-0.9865829	-0.98709706	-0.82796387	0.88664463	-0.27561477	0.020360247	0.96883594	-2.34E-01	-0.042939962	-0.28360572	0.88108116	-0.88708008	-0.99790871	-0.9912252	-0.98965484	-0.82658798	-1	-1	-0.59003984	-0.29680914	0.38329917	-0.46523447	0.54242999	0.087965479	-0.026423634	-0.10913823	0.2680524	-0.61583773	0.63904554	-0.66163652	0.68068387	-0.84847859	-0.52517125	0.48170764	-0.19076115	-0.15830204	2.73E-01	-0.067573384	0.066278536	-0.50920898	-0.046028354	1.45E-01	-0.4596072	-0.12863334	-0.35357852	-0.6778359	-0.12601119	0.1280755	0.4985373	-0.082204732	-0.56247691	-0.42664513	-0.8739859	-0.020677384
100	17	WALKING	100	0.22172674	-2.44E-02	-7.51E-02	-1.12E-01	0.11113028	-0.22183256	-0.15888711	0.074157967	-0.2124279	0.032522048	-0.17426591	-0.23401917	0.090544446	-0.029553996	0.43593574	-0.011597699	-0.60376905	-0.76155045	-0.7244772	-0.21947512	-0.255696	-0.21316826	0.3981384	0.46242807	0.1820406	-0.099962929	-0.000296568	0.21286681	-0.018902183	-0.17766714	0.18258703	0.12618556	2.94E-02	0.17171796	-0.15043597	0.2415308	-0.24853433	-2.20E-01	-0.20833777	0.39502721	0.95149993	-0.26356251	-3.94E-02	-0.9601321	-0.978614	-0.94509954	-0.9624718	-0.97989128	-0.95168528	0.8854505	-0.2794559	-0.023615261	0.95310541	-2.42E-01	-0.04870947	-0.23811627	0.86823533	-0.88371542	-0.99586444	-0.9753129	-0.97992325	-0.96792486	-0.80459104	-1	-1	-0.46756975	0.55392779	-0.63955734	0.72439801	0.036057375	0.042628683	-0.19494486	0.37105876	-0.57648492	0.60047168	-0.62376843	0.64348699	0.89779553	-0.15114262	-0.36113443	0.33935755	0.42578254	6.34E-01	0.015954634	0.020949223	-0.53052568	0.04526313	8.80E-02	-0.5086781	-0.12863334	-0.35357852	-0.6778359	-0.12601119	0.1280755	0.4374668	-0.076810858	-0.48124907	-0.47349264	-0.8839295	0.15331549
101	17	WALKING_DOWNSTAIRS	101	0.29097148	-2.78E-02	-4.30E-02	-1.39E-01	0.038038012	-0.26684056	-0.17215078	0.005201146	-0.25904885	0.022736869	-0.17426591	-0.23401917	0.092534401	0.053280245	0.43974894	-0.056920865	-0.62849221	-0.7915044	-0.7499626	-0.214743	-0.31813383	-0.27401492	0.49105323	0.35408097	0.18218511	-0.19946639	0.1182891	0.094814216	0.026381769	-0.087401519	0.11983547	0.1509455	4.08E-02	0.029152114	0.001971924	0.077390588	-0.20385057	-2.79E-01	-0.16819987	0.34571235	0.93851389	-0.26841916	-3.63E-02	-0.9554587	-0.97999716	-0.94824063	-0.955656	-0.98116711	-0.95262538	0.88316066	-0.28078848	-0.033806867	0.94866336	-2.43E-01	-0.04870947	-0.25796338	0.83438739	-0.87907397	-0.99639833	-0.9571961	-0.98306915	-0.96456563	-0.51701904	-1	-1	-0.47984596	0.56611074	-0.65189355	0.73714237	0.021924036	0.046105738	-0.18640903	0.3506124	-0.44507517	0.47132832	-0.4958645	0.51598179	0.90084112	-0.92703395	-0.77805152	0.21171574	-0.28489527	-1.67E-01	-0.028529194	-0.010069102	-0.56488149	0.004443893	6.07E-02	-0.5467552	-0.18320623	-0.43596469	-0.7215711	0.1135492	0.3145744	0.4374668	-0.11624625	-0.52553804	-0.5049358	-0.9002663	0.042123468
102	17	WALKING_UPSTAIRS	102	0.26108077	-1.56E-02	-1.03E-01	-1.71E-01	0.20123607	-0.26158873	-0.21756005	0.1316434	-0.28732021	0.022736869	-0.10412774	-0.16773398	0.1532417	-0.32877705	0.43974894	-0.049153661	-0.65534193	-0.7217899	-0.752779	-0.26230788	-0.23191033	-0.46125573	0.3853411	0.438441	-0.009596821	-0.12839499	0.06762257	0.13031347	-0.033672441	0.006717813	0.060945	0.23275477	-3.60E-02	-0.14599563	0.2243709	-0.11404409	-0.16423014	-3.52E-01	-0.15298196	0.38631941	0.93447152	-0.26936496	-3.07E-02	-0.9811307	-0.98894779	-0.97711602	-0.9809819	-0.98960618	-0.9777125	0.8663568	-0.28655943	-0.033806867	0.94866336	-2.43E-01	-0.034724192	-0.27835135	0.82383499	-0.87817806	-0.99737409	-0.9798027	-0.98992477	-0.98020168	-0.51781317	-1	-1	-0.35075098	0.43513527	-0.51600117	0.59320284	0.31556441	-0.25468845	0.10872601	0.062074046	-0.10251396	0.12967548	-0.15365318	0.17230376	0.5984134	0.080005908	0.11348038	-0.19043777	-0.12737332	-4.59E-01	-0.029343053	0.25624346	-0.48275693	-0.006687361	2.43E-01	-0.4714673	-0.27825185	-0.04141125	-0.6434292	0.032274507	-0.33451686	0.2899028	-0.043864789	-0.52615578	-0.20637648	-0.8602732	-0.025716415
103	18	LAYING	103	0.25242505	6.28E-03	-1.25E-01	-2.37E-01	0.22348838	-0.22901343	-0.28678502	0.12579215	-0.25727591	-0.066363686	-0.10412774	-0.16773398	0.1532417	-0.32877705	0.46632037	-0.070727463	-0.70769656	-0.71049073	-0.7306137	-0.40954905	-0.31609037	-0.43795479	0.35455531	0.50452885	-0.054609356	-0.28437132	0.28992556	-0.18136004	0.11899605	-0.13217598	0.23541267	0.012072938	1.17E-01	-0.28936858	0.33616912	-0.18303446	-0.17978972	-2.64E-01	-0.1672245	0.44457446	0.93776033	-0.26882859	-2.93E-02	-0.9808154	-0.99280021	-0.97654025	-0.981048	-0.9943494	-0.97699332	0.86989396	-0.28658282	-0.031802235	0.95110648	-2.42E-01	-0.032932868	-0.27706934	0.83235857	-0.87870246	-0.99756188	-0.9796377	-0.99651194	-0.978624	-0.62832919	-1	-1	-0.44487805	0.51688424	-0.58662278	0.65402037	0.46163264	-0.41661272	0.28311062	-0.12633581	-0.10027819	0.12548993	-0.14764443	0.16461967	-0.45287074	-0.16166462	-0.086856164	0.18840843	-0.087939653	-3.55E-01	-0.1389674	0.28386653	-0.49038004	-0.13972682	2.49E-01	-0.4736757	-0.37196862	-0.04141125	-0.6434292	0.032274507	-0.33451686	0.2899028	-0.097127516	-0.62661817	-0.17139516	-0.8643584	-0.12622357
104	18	SITTING	104	0.35878664	-1.70E-02	-1.55E-01	-2.51E-01	0.27005499	-0.18501917	-0.28502298	0.20324476	-0.2021393	-0.15851726	0.17225424	-0.1773319	0.16146227	-0.18790104	0.36563093	-0.043306159	-0.7172401	-0.68928388	-0.6969557	-0.36536591	-0.30340657	-0.33853745	0.42993865	0.4274613	-0.003647753	-0.49021819	0.57000821	-0.51571404	0.3424948	-0.246038	0.34863611	-0.10442227	2.03E-01	-0.42324208	0.44734421	-0.30452923	-0.090954991	-2.26E-01	-0.2195934	0.54524175	0.93861575	-0.26828456	-2.68E-02	-0.9814576	-0.98200461	-0.9733533	-0.9828515	-0.98484244	-0.97412494	0.86989396	-0.27842743	-0.028008461	0.95110648	-2.42E-01	-0.031123258	-0.28366742	0.83457756	-0.87920924	-0.99789189	-0.9840188	-0.98936898	-0.97580723	-0.66081228	-1	-1	-0.36061905	0.43803412	-0.51192705	0.58216862	0.15184807	-0.08130552	-0.070218144	0.24869322	-0.20949024	0.24179923	-0.27085142	0.29428128	-0.53239076	-0.48091858	0.49134645	-0.084283367	0.18478614	1.71E-01	-0.13218033	0.29392746	-0.49133816	-0.10735691	2.55E-01	-0.4533508	-0.37196862	-0.06862053	-0.6991135	0.049784047	-0.21253314	0.4221319	-0.075072587	-0.6207137	-0.15839357	-0.8649863	-0.044635114
105	18	STANDING	105	0.256935	-1.06E-02	-1.05E-01	-2.30E-01	0.18733455	-0.16425491	-0.27299243	0.1229319	-0.16482037	-0.11001058	0.17225424	-0.1773319	0.16146227	-0.18790104	0.36563093	-0.04510824	-0.70224182	-0.72806547	-0.6849633	-0.33536337	-0.30428913	-0.11009669	0.24774075	0.44686067	0.10342044	-0.45062723	0.47356348	-0.37003445	0.26623114	-0.18155677	0.21009148	0.13029304	-2.37E-02	-0.32667998	0.27756088	-0.037075415	-0.23971029	-2.49E-01	-0.24624509	0.54692275	0.94075878	-0.25886389	-2.29E-02	-0.979622	-0.95156888	-0.96271573	-0.9817354	-0.95010451	-0.96465114	0.88003559	-0.2669119	-0.020842818	0.95466474	-2.42E-01	-0.028787288	-0.31542939	0.8401486	-0.88799234	-0.99832605	-0.984781	-0.94784111	-0.96992495	-0.787674	-1	-1	-0.45032806	0.52401226	-0.59591872	0.66598455	0.1051848	-0.023129792	-0.13931732	0.32919298	-0.31203809	0.34020612	-0.36576361	0.38621229	0.35216295	0.51265881	0.6632156	0.010782856	0.44068229	4.74E-01	-0.15428198	0.16297886	-0.53678301	-0.12224611	1.29E-01	-0.5060369	-0.41085207	-0.06862053	-0.7251758	0.049784047	-0.21253314	0.4221319	-0.134558	-0.63970547	-0.31849277	-0.8871436	-0.12098488
106	18	WALKING	106	0.29855414	7.94E-04	-4.07E-02	-1.98E-01	-0.004637693	-0.18503809	-0.24664501	-0.062917298	-0.13932836	-0.019153476	-0.1376621	-0.31333079	0.24795117	0.10262708	0.39489952	-0.075059617	-0.67717731	-0.80774718	-0.6934129	-0.30931735	-0.4585518	0.010603724	0.31838948	0.4750135	0.18330863	-0.44166545	0.43781815	-0.32107425	0.24723036	-0.29501232	0.34545844	-0.076575015	1.37E-01	-0.092106155	0.069901608	-0.074741957	0.016134407	-1.63E-01	-0.065520579	0.41346294	0.95022231	-0.24907103	-1.85E-02	-0.9594804	-0.98406972	-0.96468427	-0.9572755	-0.98641169	-0.96582174	0.88649664	-0.2669119	-0.01939597	0.95547642	-2.27E-01	-0.026003874	-0.33568635	0.86489209	-0.8970499	-0.99879476	-0.9591341	-0.99290525	-0.96947083	-0.86787699	-1	-1	-0.4696104	0.55389697	-0.63727139	0.71967304	0.002143357	0.069924373	-0.21237777	0.37732983	-0.43627325	0.45828186	-0.47853645	0.49438922	0.75683291	0.60689773	0.64484096	0.41774673	-0.32865084	4.81E-02	-0.15415699	-0.062067882	-0.58732491	-0.12848272	-2.80E-02	-0.5648508	-0.32055015	-0.37040879	-0.7782788	0.12501716	0.24611005	0.5778952	-0.20355865	-0.63923199	-0.55499091	-0.9100058	-0.14006228
107	18	WALKING_DOWNSTAIRS	107	0.30804575	-2.33E-02	-7.97E-02	-1.99E-01	0.13432199	-0.17723723	-0.25326747	0.084887372	-0.16488492	-0.019153476	-0.14509629	-0.14730443	0.16553401	0.024199186	0.39489952	-0.054231809	-0.67755316	-0.75161372	-0.6932936	-0.33998624	-0.31273122	-0.00649247	0.38932462	0.4750135	0.04888149	-0.29985035	0.3169264	-0.20839216	0.23134104	-0.45045664	0.54496008	-0.30511903	2.88E-01	-0.25600755	0.33664322	-0.45706544	0.23701593	-9.04E-02	-0.000570628	0.38574929	0.9568354	-0.24566304	-1.97E-02	-0.9903853	-0.98497605	-0.96773304	-0.9914962	-0.98547467	-0.97088967	0.88649664	-0.26023389	-0.01939597	0.97340828	-2.18E-01	-0.025966988	-0.32894732	0.88217135	-0.90006674	-0.99868406	-0.9942128	-0.98682088	-0.97794095	-1	-1	-1	-0.26428855	0.37088712	-0.47210845	0.56769592	0.22326216	-0.1491791	-0.007058513	0.1880583	-0.29029585	0.31960198	-0.34618674	0.36758053	-0.73264336	0.52043638	-0.60180803	-0.003779975	-0.18764548	-2.29E-01	-0.048773463	0.096493976	-0.50771295	-0.019430534	1.03E-01	-0.4883339	-0.27173296	-0.30960336	-0.7720667	0.1072251	0.18892467	0.416183	-0.093679905	-0.54500799	-0.39396209	-0.8732712	0.018739468
108	18	WALKING_UPSTAIRS	108	0.20356167	-3.05E-02	-1.37E-01	-2.47E-01	0.29855783	-0.20575302	-0.29952615	0.26509534	-0.24587337	-0.085914526	-0.092162279	-0.14730443	0.16553401	-0.16290617	0.40683418	-0.042613154	-0.71409277	-0.67497139	-0.7136866	-0.37498611	-0.13283468	-0.37207162	0.29718987	0.41558288	-0.026154635	-0.13530234	0.096031586	0.10247807	-0.019376659	-0.1544336	0.13840847	0.25175759	-1.46E-01	-0.1916954	0.23886847	-0.19820529	0.004230133	-8.78E-02	-0.081604388	0.39025026	0.95367537	-0.24255418	-2.30E-02	-0.988926	-0.97937972	-0.97690052	-0.989989	-0.97989691	-0.97688214	0.8830456	-0.25765371	-0.026424335	0.96862127	-2.22E-01	-0.025966988	-0.33462127	0.87387233	-0.90276405	-0.99835347	-0.9913243	-0.97964977	-0.97641886	-1	-1	-1	-0.19532425	0.28602035	-0.36958191	0.44573196	0.026574291	0.035516382	-0.17106667	0.33201456	-0.3014199	0.33604663	-0.36801466	0.39479505	-0.72015327	-0.19994798	0.16834123	-0.075184253	0.24011216	-2.59E-01	-0.081203975	0.24297476	-0.49183255	-0.048788521	2.59E-01	-0.4381693	-0.27173296	-0.30960336	-0.757442	0.1072251	-0.04043559	0.416183	-0.044348953	-0.57523423	-0.22282277	-0.8651902	-0.000856524
109	19	LAYING	109	0.28056095	-1.14E-02	-1.56E-01	-2.74E-01	0.25843788	-0.22578754	-0.31344003	0.21505789	-0.2396598	-0.21304722	-0.080235853	-0.23748464	0.25178035	-0.16290617	0.4360336	-0.060869031	-0.73515269	-0.69483904	-0.7254435	-0.32657958	-0.11319355	-0.31592199	0.45413074	0.39906969	-0.052020962	-0.10821066	0.020622529	0.21163093	-0.094788605	-0.098627211	0.1069889	0.23873219	-1.12E-01	-0.11031271	0.085717265	0.17162841	-0.35591975	-9.52E-02	-0.16689959	0.37087081	0.95226274	-0.25175686	-2.71E-02	-0.9889067	-0.94058126	-0.95996311	-0.9899727	-0.93726268	-0.96196327	0.88192907	-0.25765371	-0.026424335	0.96570391	-2.37E-01	-0.035505487	-0.30141777	0.87016777	-0.89441547	-0.99780893	-0.9929393	-0.93022582	-0.96645294	-1	-1	-1	-0.3262529	0.40366683	-0.47712666	0.54648756	-0.044242162	0.10136434	-0.22713284	0.37686275	-0.2955519	0.32297594	-0.34820568	0.36878279	-0.094428784	-0.12794362	0.80454838	0.21473519	0.002129431	-1.88E-01	-0.14904453	0.22488111	-0.51857424	-0.0984679	2.32E-01	-0.4471358	-0.33005817	-0.36812392	-0.7504179	0.1870547	-0.04043559	0.4690392	-0.074793666	-0.63521615	-0.24526794	-0.8786648	-0.054716381
